index,file_name,program_name,start_time,end_time,speaker,transcription,start_time_ms,end_time_ms
9746,12215.wav,كيف خسر الهلال أمام العين,01:10:19.900000,01:10:20.860000,بندر المشرافي,جبت الثلاثية خلاص.,5119000,5080000
9748,12217.wav,كيف خسر الهلال أمام العين,01:12:21.060000,01:12:52.960000,عبيدالله العيسي,العام الماضي قبل سنة فقط الهلال فايز 7-0 في نصف نهائي دوري أبطال آسيا من نفس المدرب كريسبو. السنة اللي بعدها تجاوز النصر ويتجاوز الهلال. أنا أقول لك مهما حكيت عن تفاصيل اللي احنا بالنسبة لنا تعتبر أشياء دقيقة وممكن ودّت المباراة هنا أو هنا. العين أخذها من المسار الصعب، والعين أخذها بالروح وبالرغبة وبالقتالية. وبأنهم اعتبروا أن البطولة هذه هي مسألة حياة أو موت بالنسبة لهم، يستاهلون.,4401000,5332000
9749,12218.wav,كيف خسر الهلال أمام العين,01:12:52.960000,01:12:55.280000,بندر المشرافي,تجاوزوا المدرج.,5332000,4655000
9753,12222.wav,كيف خسر الهلال أمام العين,01:17:41.320000,01:17:41.520000,عبيدالله العيسي,بيبقى عندك حافز.,4981000,5181000
9754,12223.wav,كيف خسر الهلال أمام العين,01:17:41.520000,01:17:50.460000,بندر المشرافي,أنك تلعب بالضبط. ترجع مرة ثانية تجرب، تحاول، تخسر، تفوز، يعطيك شعور من جمال كرة القدم وروحها الحلوة.,5181000,5130000
9755,12225.wav,كيف خسر الهلال أمام العين,01:18:01.700000,01:18:03.540000,بندر المشرافي,إلا ريال مدريد.,5381000,5223000
9756,12226.wav,كيف خسر الهلال أمام العين,01:18:03.540000,01:18:06.940000,عبيدالله العيسي,خلينا نجيب الخامس عشر ونشوف يا أبو عالية.,5223000,5626000
9757,12227.wav,كيف خسر الهلال أمام العين,01:18:06.940000,01:18:12.540000,بندر المشرافي,كل سنة، ما شاء الله، يجيب هذه ويحس أنه ناقص، لا بجيبها في سنين ثانية.,5626000,5232000
9759,12229.wav,كيف خسر الهلال أمام العين,01:19:09.280000,01:19:34.080000,بندر المشرافي,التعتم على الإصابات، تحس الفريق خلاص. إصابة «ميليتاو» و«كورتوا» في لحظة كذا تحس بيطلع الفريق وبينهار، لا يسقط. وكان ودنا نشوف، أتمنى أنا أشوف هذا الشيء في الكرة الإفريقية الأهلي لا يسقط. الريال لا يسقط. في آسيا المفترض أن الهلال بهذا الإرث لا تسقط. حسسني أنك نادي قادر ترجع مباريات كثيرة.,5029000,4854000
9760,12231.wav,كيف خسر الهلال أمام العين,01:19:34.240000,01:19:36.140000,عبيدالله العيسي,الله يعافيك.,5014000,4916000
9761,12232.wav,كيف خسر الهلال أمام العين,01:19:36.140000,1:20:12.048000,بندر المشرافي,شكرًا لكم، شكرًا لمحمد الفوزان في إعداد وإنتاج هذه الحلقة. عبدالرحمن عبود في التصوير. ويوسف إبراهيم في التسجيل والهندسة الصوتية. وعبدالرحمن الصوفي في نسخ المواد. وفي التلوين أحمد سالم. وفي إدارة الإنتاج عبدالمجيد عمر. وفي التحرير مرام ضبيبان. وفي إدارة محتوى التواصل الاجتماعي أحمد غالب. هذا بودكاست مرتدة، أحد منتجاءت شركة ثمانية للنشر والتوزيع. إلى أن نلقاكم؛ في أمان الله.,4916000,4860000
9762,12233.wav,استحواذ يغيّر مسار العملات المشفرة,00:00:00.330000,00:00:03.540000,Speaker 1,تركب خيل أو قد فكرت يوم أنك تركب خيل,330000,543000
9763,12234.wav,استحواذ يغيّر مسار العملات المشفرة,00:00:03.540000,00:00:04.620000,Speaker 2,لا أخاف من,543000,624000
9764,12235.wav,استحواذ يغيّر مسار العملات المشفرة,00:00:04.620000,00:00:07.590000,Speaker 1,حتى يوم كنت صغير ما تركب سيسي شيء,624000,597000
9765,12236.wav,استحواذ يغيّر مسار العملات المشفرة,00:00:07.590000,00:00:07.710000,Speaker 2,لا,597000,717000
9766,12239.wav,استحواذ يغيّر مسار العملات المشفرة,00:00:19.860000,00:00:55.920000,Speaker 1,يعني فرقت من ناحية صرت أتخذ قرارات بسرعة لأن الخيل إذا أنت راكب عليه لازم تعطيه قرارات سريعة، الخيل ذكي إذا ما أعطيته قرارات مستحيل يتحرك أيضًا شيء غريب صار عندي ثقة نفسي أكبر يعني أحيانًا إذا أنت ركبت فوق الخيل صدق يجيك شعور يعني سعادة وفعلًا يعزز أشياء كثيرة في نفسك و يغير في أشياء كثيرة في نفسك يعني حسيت الجانب الشخصي أني فرق معي أشياء كثيرة بحياتي,879000,975000
9768,12243.wav,استحواذ يغيّر مسار العملات المشفرة,00:02:54.790000,00:03:11.350000,Speaker 2,كل هذه الأشياء جعلت نمو الشركة إستثنائي، فبعد ستة شهور بس من إطلاقها صارت أكبر منصة تداول العملات المشفرة بالعالم في حجم الأصول اللي تديرها، وقدرت في أول ربع لها بعد تأسيسها أنها تربح أكثر من ستة مليون ونصف دولار,964000,541000
9769,12244.wav,استحواذ يغيّر مسار العملات المشفرة,00:03:11.350000,00:03:17.980000,Speaker 3,في أقل من سنة…,541000,1177000
9773,12249.wav,استحواذ يغيّر مسار العملات المشفرة,00:08:03.890000,00:08:09.890000,Speaker 2,أنتج هذه الحلقة عمر العمران و تركي البلوشي وأشرفت عليها سحر سليمان قدمتها أنا فارس الفرزان,1373000,1379000
9774,12250.wav,استحواذ يغيّر مسار العملات المشفرة,00:08:09.890000,00:08:10.610000,Speaker 1,و ياسر الغانم,1379000,1100000
9775,12252.wav,اتحاد قبائل سيناء لمنع تهجير الفلسطينيين,00:00:00.940000,00:00:03.900000,نايف العصيمي,أيش التطعيمة الأولى اللي أخدتها في لقاح كورونا؟,940000,903000
9776,12253.wav,اتحاد قبائل سيناء لمنع تهجير الفلسطينيين,00:00:03.900000,00:00:06.940000,عمر العمران,أذكر كان في البداية «فايزر» وأظن بعدين أخذت «أسترازينيكا».,903000,946000
9777,12254.wav,اتحاد قبائل سيناء لمنع تهجير الفلسطينيين,00:00:06.940000,00:00:28.040000,نايف العصيمي,أنا أخذت على طول «أسترازينيكا» لأن وقتها كانوا يقولون أن اللقاح للفقراء. فكان عندي موقف شخصي. شركة «أسترازينيكا» أعلنت عن سحب ترخيصها من هيئة الدواء الأوربية بعد ما أكدت الشركة إصابة عدد محدود من الأشخاص بتجلط دموي.,946000,68000
9778,12255.wav,اتحاد قبائل سيناء لمنع تهجير الفلسطينيين,00:00:28.040000,00:00:48.260000,عمر العمران,يقول أن المشكلة اللي واجهها الجيش في سيناء مشابهة إلى حدٍّ ما للمشكلة اللي واجهها الجيش الأمريكي في فيتنام. طلع هذا الكيان الجديدة المسلح الرسمي باسم «اتحاد قبائل سيناء» وانتخبوا «إبراهيم العرجاني» رئيسًا له. لا شك أن فيها ارتباط زمني مهم وواضح بين هذا التطور الجديد وتأسيس الاتحاد وانتخاب «العرجاني» له.,68000,308000
9779,12256.wav,اتحاد قبائل سيناء لمنع تهجير الفلسطينيين,00:00:48.260000,00:00:50.900000,نايف العصيمي,المرشح للرئاسة من أول ما كان «كيم».,308000,950000
9780,12257.wav,اتحاد قبائل سيناء لمنع تهجير الفلسطينيين,00:00:50.900000,00:00:51.820000,عمر العمران,كان أخوه الأكبر.,950000,871000
9781,12259.wav,اتحاد قبائل سيناء لمنع تهجير الفلسطينيين,00:01:04.540000,00:01:06.820000,نايف العصيمي,صباح الخير أنا نايف العصيمي.,604000,886000
9782,12260.wav,اتحاد قبائل سيناء لمنع تهجير الفلسطينيين,00:01:06.820000,00:01:07.960000,عمر العمران,وأنا عمر العمران.,886000,1027000
9783,12261.wav,اتحاد قبائل سيناء لمنع تهجير الفلسطينيين,00:01:07.960000,00:01:16.460000,نايف العصيمي,وهذا بودكاست الفجر من ثمانية، نسرد لكم فيه سياق الأخبار اللي تهمكم كل أسبوع.,1027000,536000
9784,12262.wav,اتحاد قبائل سيناء لمنع تهجير الفلسطينيين,00:01:16.460000,00:01:28.700000,عمر العمران,كنت أشوف التطورات الأخيرة اللي صايرة في سيناء وتأسيس اتحاد قبائل جديد، فأثار اهتمامي الكلام والحديث عن تاريخ سيناء وتطوراتها اللي صارت فيها، وصولًا إلى هذا الاتحاد الجديد.,536000,788000
9785,12263.wav,اتحاد قبائل سيناء لمنع تهجير الفلسطينيين,00:01:28.700000,00:01:50.360000,نايف العصيمي,وأنا بتكلم عن خبر وفاة الشخص اللي كان مسؤول عن الدعاية في كوريا الشمالية. هذا الشخص هو اللي نظّم الدعاية حول النظام الكوري الشمالي، وهو اللي رسّخ حكم عائلة «كيم» هناك.,788000,470000
9786,12264.wav,اتحاد قبائل سيناء لمنع تهجير الفلسطينيين,00:01:50.360000,00:01:51.740000,عمر العمران,كيفك مع المطاعم نايف؟,470000,851000
9787,12265.wav,اتحاد قبائل سيناء لمنع تهجير الفلسطينيين,00:01:51.740000,00:01:56.680000,نايف العصيمي,والله زبون دائم للمطاعم أنا، عزوبي ما قدرت حتى أقاطع الفترة الأخيرة.,851000,796000
9788,12266.wav,اتحاد قبائل سيناء لمنع تهجير الفلسطينيين,00:01:56.680000,00:02:33.760000,عمر العمران,كنت أشوف اللي صاير الفترة الأخيرة. كان يثير اهتمامي، هل هذا كان له أثر على المطاعم وتغيير فعلي عليهم؟ طبعًا في أول أيام ما كان فيه أي إحصاء واضح لهذا الشيء. في جريدة «الرياض» طلعت برقم اللي هو 40% اللي تتوقع أن نسبة انخفاض الطلبات في المطاعم، لكن كان مجرد تقدير مبدئي. وقتها قلت بجرب بسوّي مثل الإحصائية الصغيرة بحسابي في تويتر. واللي طلع أن 57% من سكان الرياض إما قل ترددهم على المطاعم، أو أنهم لاحظوا أن فيه انخفاض في استخدام الناس المطاعم. أما اللي برى الرياض فكانت النسبة تقريبًا 50% - 50%.,796000,913000
9789,12267.wav,اتحاد قبائل سيناء لمنع تهجير الفلسطينيين,00:02:33.760000,00:02:36.600000,نايف العصيمي,لكن تخاف كثير من الناس اللي برى الرياض إذا صوّتوا.,913000,756000
9790,12268.wav,اتحاد قبائل سيناء لمنع تهجير الفلسطينيين,00:02:36.600000,00:02:41.640000,عمر العمران,ممكن، لكن هو تصويت تويتر ما هو بواضح.,756000,801000
9791,12269.wav,اتحاد قبائل سيناء لمنع تهجير الفلسطينيين,00:02:41.640000,00:02:58.680000,عمر العمران,ما يمكن أحد يستخدمه بأي شيء، لكن قلت بشوفه بشكل عام أيش اللي صاير. طبعًا كان الواضح من ذاك اليوم أن المفروض ننتظر لين يوم الثلاثاء بيصدر فيه تقرير البنك المركزي الأسبوعي نقاط البيع، اللي يعلمك كل القطاع، وإجمالًا بعد، كيف عدد العمليات وحجم العمليات اللي صارت فيه.,801000,858000
9792,12270.wav,اتحاد قبائل سيناء لمنع تهجير الفلسطينيين,00:02:58.680000,00:03:00.120000,نايف العصيمي,فاجأني أنه ما انخفض.,858000,300000
9794,12272.wav,اتحاد قبائل سيناء لمنع تهجير الفلسطينيين,00:03:43.140000,00:03:54.230000,نايف العصيمي,عني صراحةً ما تأثرت مرة بالدعوة للمقاطعة والتحذيرات اللي من الناس، بما أن تصريح وزارة الصحة كان يقول أن التسمم محدود، واحنا رصدناه ووقّف.,363000,464000
9796,12274.wav,اتحاد قبائل سيناء لمنع تهجير الفلسطينيين,00:04:36.600000,00:04:40.920000,نايف العصيمي,طبعًا هذا تخليهم يحدّون دائمًا من مصادر التسمم اللي ممكن تصير.,876000,1200000
9797,12275.wav,اتحاد قبائل سيناء لمنع تهجير الفلسطينيين,00:04:40.920000,00:05:08.800000,عمر العمران,بالضبط، لا قدر الله، صار شيء مثل كذا، لو مثلًا عندهم ثلاث مطاعم صارت فيها هذه الحالة؛ لما يقارنون الثلاث سلاسل بيلاحظون بوضوح أن فيه مورّد معين مشترك أو مصدر مشترك فيقدرون بسهولة يوصلون إلى المصدر. لكن في الوضع الحالي تحتاج تروح إلى كل مطعم  فيهم وتسأله عن المورّد، والمورّد لازم تروح تتواصل معه. والتأخير أكيد يؤثر في حالات التفشي، ومهم أن يواجهه بأسرع وقت.,1200000,1108000
9798,12276.wav,اتحاد قبائل سيناء لمنع تهجير الفلسطينيين,00:05:08.800000,00:05:12.620000,نايف العصيمي,بما أننا في موضوع الصحة، أيش التطعيمة الأولى اللي أخذتها في لقاح كورونا؟,1108000,932000
9799,12277.wav,اتحاد قبائل سيناء لمنع تهجير الفلسطينيين,00:05:12.620000,00:05:15.620000,عمر العمران,أذكر كان في البداية «فايزر» وأظن بعدين أخذت «أسترازينيكا».,932000,935000
9800,12278.wav,اتحاد قبائل سيناء لمنع تهجير الفلسطينيين,00:05:15.620000,00:05:28.080000,نايف العصيمي,أنا أخذت على طول «أسترازينيكا» لأن وقتها كانوا يقولون أن اللقاح للفقراء. وأن اللقاح متوفر للدول الفقيرة في كل دول العالم. فكان عندي موقف شخصي للأسف.,935000,408000
9801,12279.wav,اتحاد قبائل سيناء لمنع تهجير الفلسطينيين,00:05:28.080000,00:05:29.760000,عمر العمران,لأن «فايزر» شركة أمريكية؟,408000,1089000
9802,12280.wav,اتحاد قبائل سيناء لمنع تهجير الفلسطينيين,00:05:29.760000,00:06:12.900000,نايف العصيمي,شركة أمريكية. لا، حتى في القرية حقتنا ما كان فيه مواعيد «فايزر» الصدق، فأخذنا «أسترازينيكا» المهم أن شركة «أسترازينيكا» أعلنت عن سحب ترخيصها من هيئة الدواء الأوربية، بعدما أكدت الشركة إصابة عدد محدود من الأشخاص بتجلط دموي. طبعًا اعتراف الشركة بهذا الموضوع كان شيء يُردد من زمان أصلًا، لأن كان فيه حديث وقت لقاحات كورونا أن اللقاح يسبب تجلط دموي. وقتها ما كان فيه شيء أو تأكيد رسمي، لكن الآن صار فيه تأكيد رسمي من الشركة. وحتى أنها طلبت من أشخاص المتضررين أنهم يقدمون عليها عشان تعطيهم تعويضات.,1089000,1272000
9804,12282.wav,اتحاد قبائل سيناء لمنع تهجير الفلسطينيين,00:07:05.260000,00:07:06.020000,نايف العصيمي,لكن اللي مثلي ما جاءهم شيء وأمورهم تمام.,685000,446000
9806,12286.wav,اتحاد قبائل سيناء لمنع تهجير الفلسطينيين,00:08:53.300000,00:08:59.440000,نايف العصيمي,لكن تدري أيش يثير اهتمامي جدًّا؟ أن دولة كبرى في أوربا مثل فرنسا عندها انفتاح كبير مع الصين.,833000,979000
9807,12288.wav,اتحاد قبائل سيناء لمنع تهجير الفلسطينيين,00:09:11.980000,00:09:15.280000,نايف العصيمي,حتى إرسال قوات ناتو إلى أوكرانيا.,1531000,835000
9808,12289.wav,اتحاد قبائل سيناء لمنع تهجير الفلسطينيين,00:09:15.280000,00:09:16.520000,عمر العمران,هذا الوضع اللي كنا نقوله.,835000,1076000
9809,12291.wav,اتحاد قبائل سيناء لمنع تهجير الفلسطينيين,00:09:45.340000,00:10:10.680000,عمر العمران,مثل ما قلت ما يعتبر فيها، يمكن مرتبطة أكثر بشخصية الرئيس نفسه قبل ما يصير حتى رئيس. لكن مثل ما قلنا أن فرنسا جالسة تخالف إلى حدٍّ ما أوربا في أكثر من موقف، وهذه من ضمنها. وعشان كذا كانت فرنسا أول محطة للرئيس الصيني في هذه الزيارة. وتراه إلى الحين موجود في أوربا، لكن أتوقع أن يوصل الآن إلى هنقاريا، وجالس يوقّع اتفاقات كثيرة معهم في هذه الفترة.,925000,1290000
9810,12294.wav,اتحاد قبائل سيناء لمنع تهجير الفلسطينيين,00:10:17.000,00:10:18.220000,عمر العمران,قد رحت لها قبل؟,617000,838000
9811,12295.wav,اتحاد قبائل سيناء لمنع تهجير الفلسطينيين,00:10:18.220000,00:10:22.300000,نايف العصيمي,لا، ما رحت لها، ودي أروح لها الصدق. أحد أمنياتي أني أروح اليابان طبعًا.,838000,922000
9812,12296.wav,اتحاد قبائل سيناء لمنع تهجير الفلسطينيين,00:10:22.300000,00:10:27.640000,عمر العمران,أتوقع هي فعلًا مكان غريب، وأتوقع ناس كثير ودهم يروحون لها. أيش تتوقع المشكلة اللي جالسين يواجهونها حاليًّا؟,922000,1267000
9813,12297.wav,اتحاد قبائل سيناء لمنع تهجير الفلسطينيين,00:10:27.640000,00:10:31.560000,نايف العصيمي,أعرف سالفة المواليد، أعرف أن فيه انخفاض مواليد عندهم حاد مرة.,1267000,1191000
9814,12299.wav,اتحاد قبائل سيناء لمنع تهجير الفلسطينيين,00:11:17.780000,00:11:25.520000,نايف العصيمي,أنا سمعت معلومة أن في نطاق زمني، إذا استمر هذا العدد من المواليد في اليابان؛ ممكن أن الشعب الياباني ينقرض.,1457000,1205000
9815,12301.wav,اتحاد قبائل سيناء لمنع تهجير الفلسطينيين,00:11:58.240000,00:12:02.140000,نايف العصيمي,لدرجة أنهم حطوا حوافز للزواج. يدفعون فلوس عشان تتزوج.,958000,862000
9816,12303.wav,اتحاد قبائل سيناء لمنع تهجير الفلسطينيين,00:12:16.400000,00:12:44.020000,نايف العصيمي,على طاري البيوت اليابانية، فيه معلومة دائمًا تثير اهتمامي، أن البيوت هناك مصنوعة من الخشب عشان تواجه الزلازل. خاصةً المباني الكبيرة عندهم هناك. بما أنها دولة تشتهر أن فيه زلازل كثير تجيها. وهذا الشيء اللي عانت منه تركيا في الزلزال الأخير اللي صار. لأن كثير من المباني عندهم ما هي مهيأة تستقبل الزلازل. فالبيوت هذه إذا جاء الزلزال ما بتموت، إن شاء الله، فارغة وفاضية، وفيه طبيعة زينة.,1136000,784000
9818,12305.wav,اتحاد قبائل سيناء لمنع تهجير الفلسطينيين,00:13:23.980000,00:13:25.840000,نايف العصيمي,لا تسوّق لمنافسينك.,1783000,1645000
9819,12306.wav,اتحاد قبائل سيناء لمنع تهجير الفلسطينيين,00:13:25.840000,00:13:30.660000,عمر العمران,لا، خلهم، دامهم «ثمانية» عادي.,1645000,1470000
9820,12308.wav,اتحاد قبائل سيناء لمنع تهجير الفلسطينيين,00:13:56.940000,00:14:11.000,نايف العصيمي,طبعًا بدخول إسرائيل المنطقة هذه هي دخلت كذلك جزء من محور «فيلادلفيا» اللي هو المنطقة العازلة بين غزة وبين مصر، وهذه المنطقة من المناطق اللي وُضعت في اتفاقية «كامب ديفيد».,1776000,851000
9823,12311.wav,اتحاد قبائل سيناء لمنع تهجير الفلسطينيين,00:16:14.280000,00:16:16.100000,نايف العصيمي,ليش تسمت «فيلادلفيا» صدق؟,1254000,1076000
9826,12314.wav,اتحاد قبائل سيناء لمنع تهجير الفلسطينيين,00:18:12.440000,00:18:32.000,عمر العمران,وبعدها بأقل من سنة في يوليو 2005 صار تفجير مشابه، أو بالأصح سلسلة تفجيرات ما هو تفجير واحد في شرم الشيخ، ومات فيها أكثر من 100 قتيل. وأيضًا كانت مرتبطة بالقاعدة. وبعدها كذلك بحوالي أقل من سنة، في أبريل 2006 في مدينة «الذهب» بالجنوب صارت أكثر من عملية، ومات فيها ثلاثة وعشرون شخصًا.,1532000,1112000
9827,12315.wav,اتحاد قبائل سيناء لمنع تهجير الفلسطينيين,00:18:32.000,00:18:37.660000,نايف العصيمي,لكن الفترة هذيك كانت فيه موجة كبيرة من التفجيرات في الدول العربية كثير.,1112000,1777000
9828,12316.wav,اتحاد قبائل سيناء لمنع تهجير الفلسطينيين,00:18:37.660000,00:19:31.100000,عمر العمران,أكيد أنها كانت فترة متوترة في الشرق الأوسط. كان قريب منها غزو العراق. كذلك بعد سنين قليلة من أحداث 11 سبتمبر. لكن بعد 2006 تقريبًا هدأت الأمور بشكل كبير. إلى ما صارت أحداث 2011، والربيع العربي في مصر. فالغياب الأمني اللي صار وقتها سهّل من خروج أكثر من مطلوب في سيناء، وكذلك خارج سيناء. وبعدها في 2014 مع وصول الرئيس عبدالفتاح السيسي إلى رئاسة مصر، بدأ الجيش أكثر من عملية لمواجهة الإرهاب في سيناء.,1777000,1271000
9829,12318.wav,اتحاد قبائل سيناء لمنع تهجير الفلسطينيين,00:19:50.640000,00:19:51.880000,نايف العصيمي,طبعًا هناك كانت غابات.,1830000,2071000
9832,12322.wav,اتحاد قبائل سيناء لمنع تهجير الفلسطينيين,00:22:49.020000,00:23:04.020000,نايف العصيمي,في الأيام الماضية انتشرت أغنية اسمها «فريندلي فاذر» (Friendly Father) هذه الأغنية عن الرئيس الكوري الشمالي «كيم».,1389000,1404000
9835,12326.wav,اتحاد قبائل سيناء لمنع تهجير الفلسطينيين,00:26:20.340000,00:26:50.900000,عمر العمران,يمكن بعد اللي يوضح أيش السبب للتدخل السريع، كنت أشوف خريطة لكوريا وقت الحرب، وكيف أن قوات الشمال قدرت تقريبًا تحد الجنوب في منطقة مرة صغيرة، يمكن تشمل فقط مدينة أو مدينتين. يمكن هذا كان بحد ذاته السبب أن لازم يكون تدخل سريع من أمريكا. لما دخلت أمريكا بالجهة المعاكسة، كانت المنطقة الباقية للجنوب هي شرق كوريا الجنوبية، لكن دخلت أمريكا من الجهة الأخرى اللي هي من غرب كوريا الجنوبية، فوقتها قدروا يرجعون أكثر أراضي كوريا الجنوبية.,1920000,2510000
9837,12328.wav,اتحاد قبائل سيناء لمنع تهجير الفلسطينيين,00:27:45.780000,00:27:47.380000,عمر العمران,مع أن نادرًا يسافرون رؤساء كوريا.,2445000,2047000
9839,12330.wav,اتحاد قبائل سيناء لمنع تهجير الفلسطينيين,00:28:40.120000,00:28:45.660000,عمر العمران,لكن كيف كوّن صورته أصلًا عند الكوريين؟ شخص من لا شيء صنع هذه الصورة الكبيرة.,1840000,2385000
9841,12333.wav,اتحاد قبائل سيناء لمنع تهجير الفلسطينيين,00:30:37.820000,00:31:07.570000,نايف العصيمي,بالضبط. واللي يكرّس زيادة سالفة العقيدة والآلهة في الشخص، أن في شرق آسيا في كوريا أو في مملكة «جوسون» قبل كان الإمبراطور يُعبد. في اليابان نفس الكلام، اليابان في عقيدتهم أن الإمبراطور هو من سلالة آلهة الشمس. فكانوا في اليابان يعبدون الإمبراطور تقريبًا ويخضعون تمامًا له، لين عام 1945 يوم جاءت أمريكا ونزعت صفة الألوهية من الإمبراطور الياباني.,2657000,2437000
9842,12334.wav,اتحاد قبائل سيناء لمنع تهجير الفلسطينيين,00:31:07.570000,00:31:10.240000,عمر العمران,لكن باقي موجودة للحين.,2437000,2110000
9844,12336.wav,اتحاد قبائل سيناء لمنع تهجير الفلسطينيين,00:32:19.640000,00:32:20.660000,عمر العمران,كان أخوه الأكبر.,2579000,2600000
9846,12339.wav,اتحاد قبائل سيناء لمنع تهجير الفلسطينيين,00:33:31.180000,00:33:32.000,نايف العصيمي,«قوبلز».,2191000,2012000
9847,12340.wav,اتحاد قبائل سيناء لمنع تهجير الفلسطينيين,00:33:32.000,00:33:44.720000,عمر العمران,نعم، كيف أنه احتاج يوزّع راديو على كل بيت في ألمانيا، عشان يقدر يوصّل الدعايات للحزب النازي. لأن هم يحتاجون يسوون نفس هذا الرواية ونفس هذه الهوية اللي سووها العائلة الحاكمة في كوريا الشمالية.,2012000,2744000
9848,12341.wav,اتحاد قبائل سيناء لمنع تهجير الفلسطينيين,00:33:44.720000,00:33:59.760000,نايف العصيمي,عاد تدري أيش يقولون الكوريين الجنوبيين؟ يقولون أن هذا الشخص اللي هو «قوبلز» كوريا الشمالية، وأن له مقولة شهيرة جدًّا يقول فيها «كرر الكذبة إلى أن تصبح حقيقة» الكوريين الجنوبيين يقولون كذا.,2744000,2799000
9849,12344.wav,اتحاد قبائل سيناء لمنع تهجير الفلسطينيين,00:34:16.640000,00:34:17.860000,عمر العمران,الله يعطيك العافية نايف.,2696000,2917000
9850,12345.wav,اتحاد قبائل سيناء لمنع تهجير الفلسطينيين,00:34:17.860000,00:34:19.480000,نايف العصيمي,الله يعافيك. شكرًا لك.,2917000,2539000
9851,12346.wav,اتحاد قبائل سيناء لمنع تهجير الفلسطينيين,00:34:19.480000,0:34:43.224000,عمر العمران,وشكرًا لمحمود أبو ندى بتحرير الحلقة، وكذلك مشاري الحمود بالإشراف على الإنتاج. وودنا نسمع كل انطباعاتكم وآرائكم على شكل الفجر الجديد بتعليقات الحلقة براديو ثمانية. نشوفكم الأحد الجاي.,2539000,2307000
9852,12347.wav,تقنية ثورية لإنتاج طاقة نظيفة,00:00:00.330000,00:00:04.140000,شهاب سمير,أيش رأيك في فريق ليفربول اللي كان مكتسح أوربا من سنتين ثلاثة؟,330000,144000
9853,12348.wav,تقنية ثورية لإنتاج طاقة نظيفة,00:00:04.140000,00:00:07.680000,أيمن الحمّادي,فريق جدًا رائع ومرة مستواهم بطل.,144000,687000
9854,12350.wav,تقنية ثورية لإنتاج طاقة نظيفة,00:00:09.570000,00:00:13.110000,أيمن الحمّادي,شهادتي مرة مجروحة بالذات مستواهم في كأس العالم رائع.,579000,123000
9855,12351.wav,تقنية ثورية لإنتاج طاقة نظيفة,00:00:13.110000,00:00:15.570000,شهاب سمير,تعرف إيه العامل المشترك بين الفريقين؟,123000,585000
9856,12352.wav,تقنية ثورية لإنتاج طاقة نظيفة,00:00:15.570000,00:00:16.620000,أيمن الحمّادي,لا.,585000,636000
9858,12354.wav,تقنية ثورية لإنتاج طاقة نظيفة,00:01:32.350000,00:01:39.070000,أيمن الحمّادي,هذا بودكاست الفجر من ثمانية، بودكاست فجر كل يوم نسرد لكم في سياق الأخبار التي تهمكم. معكم أنا أيمن الحمّادي.,442000,169000
9859,12355.wav,تقنية ثورية لإنتاج طاقة نظيفة,00:01:39.070000,00:01:44.730000,أيمن الحمّادي,وأنا شهاب سمير.,169000,834000
9860,12357.wav,تقنية ثورية لإنتاج طاقة نظيفة,00:04:24.050000,00:04:30.200000,شهاب سمير,طيب هو سؤال إيه الفرق أصلًا بين إنتاج الطاقة من الاندماج النووي وإنتاجها من الانشطار النووي مثلًا؟,314000,470000
9864,12361.wav,تقنية ثورية لإنتاج طاقة نظيفة,00:07:36.130000,00:07:37.360000,أيمن الحمّادي,وأنا أيمن الحمّادي.,586000,817000
9865,12362.wav,تقنية ثورية لإنتاج طاقة نظيفة,00:07:37.360000,0:07:49.995102,شهاب سمير,وأشرف عليها تركي البلوشي. وحررها محمود أبو الندى. نشوفكم فجر الأحد.,817000,1464102
9867,12364.wav,انقسامات العالم تثقل قمة العشرين,00:01:15.470000,00:01:22.370000,Speaker 1,هذا بودكاست الفجر من ثمانية، بودكاست فجر كل يوم نسرد لكم سياق الأخبار اللي تهمكم، معكم أنا ثمود بن محفوظ,545000,452000
9868,12366.wav,انقسامات العالم تثقل قمة العشرين,00:01:26.960000,00:01:42.200000,Speaker 2,خبرنا اليوم عن لماذا قمة العشرين هي الأصعب هذا العام؟,1046000,302000
9870,12368.wav,انقسامات العالم تثقل قمة العشرين,00:03:02.500000,00:03:29.980000,Speaker 2,هي السعودية قمة العشرين سابقًا كانت تتم على مستوى الوزراء، الشيء اللي جعلها أقل فاعلية لكن أمريكا شافت أن مجموعة العشرين وقتها لازم تبدأ تلعب دور جديد وفعلًا إستضاف بوش عام 2008 أول قمة المجموعة العشرين على مستوى القادة، وكان هدفهم الأول هو التنسيق لتجاوز الأزمة الاقتصادية ومن ذاك اليوم تنعقد قمة العشرين سنويًا و كل سنة تختلف الملفات والمشاكل,682000,1189000
9871,12369.wav,انقسامات العالم تثقل قمة العشرين,00:03:29.980000,00:03:34.270000,Speaker 1,طيب ليه السنة هذه القمة هذه تعتبر هي الأصعب؟ أو من أصعب القمم؟,1189000,484000
